zone,pixel_id,universe,channel,cat_x,cat_y,cat_z,x_norm,y_norm,z_norm
quad-arch-back-bottom-left,2373,63,46,13.4345,3.5620,-8.8960,0.9706,0.1899,0.0036
quad-arch-back-bottom-left,2374,63,49,13.4689,3.5263,-8.8960,0.9719,0.1880,0.0036
quad-arch-back-bottom-left,2375,63,52,13.5159,3.4304,-8.8960,0.9737,0.1828,0.0036
quad-arch-back-bottom-left,2376,63,55,13.5733,3.3447,-8.8960,0.9759,0.1781,0.0036
quad-arch-back-bottom-left,2377,63,58,13.6173,3.3073,-8.8960,0.9775,0.1761,0.0036
quad-arch-back-bottom-left,2378,63,61,13.6489,3.2248,-8.8960,0.9787,0.1716,0.0036
quad-arch-back-bottom-left,2379,63,64,13.6891,3.1274,-8.8960,0.9802,0.1664,0.0036
quad-arch-back-bottom-left,2380,63,67,13.7350,3.0140,-8.8960,0.9820,0.1602,0.0036
quad-arch-back-bottom-left,2381,63,70,13.7779,2.9110,-8.8960,0.9836,0.1546,0.0036
quad-arch-back-bottom-left,2382,63,73,13.8142,2.7936,-8.8960,0.9850,0.1483,0.0036
quad-arch-back-bottom-left,2383,63,76,13.8435,2.6758,-8.8960,0.9861,0.1419,0.0036
quad-arch-back-bottom-left,2384,63,79,13.8630,2.5539,-8.8960,0.9868,0.1353,0.0036
quad-arch-back-bottom-left,2385,63,82,13.8746,2.4957,-8.8960,0.9872,0.1321,0.0036
quad-arch-back-bottom-left,2386,63,85,13.9061,2.3778,-8.8960,0.9884,0.1257,0.0036
quad-arch-back-bottom-left,2387,63,88,13.9237,2.2613,-8.8960,0.9891,0.1194,0.0036
quad-arch-back-bottom-left,2388,63,91,13.9214,2.1390,-8.8960,0.9890,0.1128,0.0036
quad-arch-back-bottom-left,2389,63,94,13.9192,2.0168,-8.8960,0.9889,0.1062,0.0036
quad-arch-back-bottom-left,2390,63,97,13.9170,1.8946,-8.8960,0.9888,0.0995,0.0036
quad-arch-back-bottom-left,2391,63,100,13.9147,1.7723,-8.8960,0.9887,0.0929,0.0036
quad-arch-back-bottom-left,2392,63,103,13.9125,1.6501,-8.8960,0.9887,0.0863,0.0036
quad-arch-back-bottom-left,2393,63,106,13.9103,1.5279,-8.8960,0.9886,0.0797,0.0036
quad-arch-back-bottom-left,2394,63,109,13.9080,1.4057,-8.8960,0.9885,0.0730,0.0036
quad-arch-back-bottom-left,2395,63,112,13.9058,1.2834,-8.8960,0.9884,0.0664,0.0036
quad-arch-back-bottom-left,2396,63,115,13.9035,1.1612,-8.8960,0.9883,0.0598,0.0036
quad-arch-back-bottom-left,2397,63,118,13.9013,1.0390,-8.8960,0.9882,0.0532,0.0036
quad-arch-back-bottom-left,2398,63,121,13.8991,0.9167,-8.8960,0.9882,0.0465,0.0036
quad-arch-back-bottom-left,2399,63,124,13.8968,0.7945,-8.8960,0.9881,0.0399,0.0036
quad-arch-back-bottom-left,2400,63,127,13.8946,0.6723,-8.8960,0.9880,0.0333,0.0036
quad-arch-back-bottom-left,2401,63,130,13.8924,0.5500,-8.8960,0.9879,0.0267,0.0036
quad-arch-back-bottom-left,2402,63,133,13.8901,0.4278,-8.8960,0.9878,0.0200,0.0036
quad-arch-back-bottom-left,2403,63,136,13.8879,0.3056,-8.8960,0.9877,0.0134,0.0036
quad-arch-back-bottom-left,2404,63,139,13.8856,0.1833,-8.8960,0.9877,0.0068,0.0036
quad-arch-back-bottom-left,2405,63,142,13.8834,0.0611,-8.8960,0.9876,0.0002,0.0036
quad-arch-back-bottom-left,2406,63,145,14.2131,0.0627,-8.5664,1.0000,0.0002,0.0228
quad-arch-back-bottom-left,2407,63,148,14.2131,0.1882,-8.5687,1.0000,0.0071,0.0227
quad-arch-back-bottom-left,2408,63,151,14.2131,0.3137,-8.5710,1.0000,0.0139,0.0225
quad-arch-back-bottom-left,2409,63,154,14.2131,0.4391,-8.5734,1.0000,0.0206,0.0224
quad-arch-back-bottom-left,2410,63,157,14.2131,0.5646,-8.5757,1.0000,0.0275,0.0223
quad-arch-back-bottom-left,2411,63,160,14.2131,0.6901,-8.5780,1.0000,0.0343,0.0221
quad-arch-back-bottom-left,2412,63,163,14.2131,0.8155,-8.5803,1.0000,0.0410,0.0220
quad-arch-back-bottom-left,2413,63,166,14.2131,0.9410,-8.5826,1.0000,0.0479,0.0219
quad-arch-back-bottom-left,2414,63,169,14.2131,1.0665,-8.5849,1.0000,0.0547,0.0217
quad-arch-back-bottom-left,2415,63,172,14.2131,1.1919,-8.5872,1.0000,0.0614,0.0216
quad-arch-back-bottom-left,2416,63,175,14.2131,1.3174,-8.5895,1.0000,0.0683,0.0215
quad-arch-back-bottom-left,2417,63,178,14.2131,1.4429,-8.5918,1.0000,0.0751,0.0213
quad-arch-back-bottom-left,2418,63,181,14.2131,1.5683,-8.5941,1.0000,0.0819,0.0212
quad-arch-back-bottom-left,2419,63,184,14.2131,1.6938,-8.5964,1.0000,0.0887,0.0211
quad-arch-back-bottom-left,2420,63,187,14.2131,1.8193,-8.5987,1.0000,0.0955,0.0209
quad-arch-back-bottom-left,2421,63,190,14.2131,1.9448,-8.6011,1.0000,0.1023,0.0208
quad-arch-back-bottom-left,2422,63,193,14.2131,2.0702,-8.6034,1.0000,0.1091,0.0207
quad-arch-back-bottom-left,2423,63,196,14.2131,2.1957,-8.6057,1.0000,0.1159,0.0205
quad-arch-back-bottom-left,2424,63,199,14.2131,2.3212,-8.6080,1.0000,0.1227,0.0204
quad-arch-back-bottom-left,2425,63,202,14.2131,2.4382,-8.5714,1.0000,0.1290,0.0225
quad-arch-back-bottom-left,2426,63,205,14.2131,2.5261,-8.5357,1.0000,0.1338,0.0246
quad-arch-back-bottom-left,2427,63,208,14.2131,2.6232,-8.4924,1.0000,0.1390,0.0271
quad-arch-back-bottom-left,2428,63,211,14.2131,2.7468,-8.4708,1.0000,0.1457,0.0284
quad-arch-back-bottom-left,2429,63,214,14.2131,2.8661,-8.4446,1.0000,0.1522,0.0299
quad-arch-back-bottom-left,2430,63,217,14.2131,2.9809,-8.4102,1.0000,0.1584,0.0319
quad-arch-back-bottom-left,2431,63,220,14.2131,3.0903,-8.3693,1.0000,0.1643,0.0343
quad-arch-back-bottom-left,2432,63,223,14.2131,3.2065,-8.3230,1.0000,0.1706,0.0370
quad-arch-back-bottom-left,2433,63,226,14.2131,3.2745,-8.2783,1.0000,0.1743,0.0396
quad-arch-back-bottom-left,2434,63,229,14.2131,3.3161,-8.2426,1.0000,0.1766,0.0416
quad-arch-back-bottom-left,2435,63,232,14.2131,3.4069,-8.2024,1.0000,0.1815,0.0440
quad-arch-back-bottom-left,2436,63,235,14.2131,3.5031,-8.1423,1.0000,0.1867,0.0475
quad-arch-back-bottom-left,2437,63,238,14.2131,3.5419,-8.0901,1.0000,0.1888,0.0505
quad-arch-back-bottom-left,2438,63,241,14.2131,3.5642,-8.0551,1.0000,0.1900,0.0525
quad-arch-back-bottom-left,2439,63,244,14.2131,3.6060,-8.0212,1.0000,0.1923,0.0545
quad-arch-back-bottom-left,2440,63,247,14.2131,3.6658,-7.9892,1.0000,0.1955,0.0564
quad-arch-back-bottom-left,2441,63,250,14.2131,3.7032,-7.9522,1.0000,0.1976,0.0585
quad-arch-back-bottom-left,2442,63,253,14.2131,3.7374,-7.9090,1.0000,0.1994,0.0610
quad-arch-back-bottom-left,2443,63,256,14.2131,3.7909,-7.8609,1.0000,0.2023,0.0638
quad-arch-back-bottom-left,2444,63,259,14.2131,3.8519,-7.8091,1.0000,0.2056,0.0669
quad-arch-back-bottom-left,2445,63,262,14.2131,3.8842,-7.7537,1.0000,0.2074,0.0701
quad-arch-back-bottom-left,2446,63,265,14.2131,3.9607,-7.7001,1.0000,0.2115,0.0732
quad-arch-back-bottom-left,2447,63,268,14.2131,3.9608,-7.6456,1.0000,0.2115,0.0764
quad-arch-back-bottom-left,2448,63,271,14.2131,3.8843,-7.5911,1.0000,0.2074,0.0795
quad-arch-back-bottom-left,2449,63,274,14.2131,3.8519,-7.5375,1.0000,0.2056,0.0827
quad-arch-back-bottom-left,2450,63,277,14.2131,3.7909,-7.4820,1.0000,0.2023,0.0859
quad-arch-back-bottom-left,2451,63,280,14.2131,3.7373,-7.4302,1.0000,0.1994,0.0889
quad-arch-back-bottom-left,2452,63,283,14.2131,3.7031,-7.3822,1.0000,0.1976,0.0917
quad-arch-back-bottom-left,2453,63,286,14.2131,3.6657,-7.3389,1.0000,0.1955,0.0942
quad-arch-back-bottom-left,2454,63,289,14.2131,3.6059,-7.3020,1.0000,0.1923,0.0963
quad-arch-back-bottom-left,2455,63,292,14.2131,3.5642,-7.2700,1.0000,0.1900,0.0982
quad-arch-back-bottom-left,2456,63,295,14.2131,3.5419,-7.2361,1.0000,0.1888,0.1002
quad-arch-back-bottom-left,2457,63,298,14.2131,3.5031,-7.2011,1.0000,0.1867,0.1022
quad-arch-back-bottom-left,2458,63,301,14.2131,3.4070,-7.1489,1.0000,0.1815,0.1053
quad-arch-back-bottom-left,2459,63,304,14.2131,3.3161,-7.0887,1.0000,0.1766,0.1088
quad-arch-back-bottom-left,2460,63,307,14.2131,3.2745,-7.0485,1.0000,0.1743,0.1111
quad-arch-back-bottom-left,2461,63,310,14.2131,3.2066,-7.0128,1.0000,0.1706,0.1132
quad-arch-back-bottom-left,2462,63,313,14.2131,3.0904,-6.9682,1.0000,0.1643,0.1158
quad-arch-back-bottom-left,2463,63,316,14.2131,2.9810,-6.9218,1.0000,0.1584,0.1185
quad-arch-back-bottom-left,2464,63,319,14.2131,2.8662,-6.8810,1.0000,0.1522,0.1208
quad-arch-back-bottom-left,2465,63,322,14.2131,2.7469,-6.8466,1.0000,0.1457,0.1228
quad-arch-back-bottom-left,2466,63,325,14.2131,2.6233,-6.8203,1.0000,0.1390,0.1244
quad-arch-back-bottom-left,2467,63,328,14.2131,2.5261,-6.7987,1.0000,0.1338,0.1256
quad-arch-back-bottom-left,2468,63,331,14.2131,2.4383,-6.7823,1.0000,0.1290,0.1266
quad-arch-back-bottom-left,2469,63,334,14.2131,2.3212,-6.7459,1.0000,0.1227,0.1287
quad-arch-back-bottom-left,2470,63,337,14.2131,2.1957,-6.7482,1.0000,0.1159,0.1286
quad-arch-back-bottom-left,2471,63,340,14.2131,2.0702,-6.7505,1.0000,0.1091,0.1284
quad-arch-back-bottom-left,2472,63,343,14.2131,1.9448,-6.7528,1.0000,0.1023,0.1283
quad-arch-back-bottom-left,2473,63,346,14.2131,1.8193,-6.7551,1.0000,0.0955,0.1282
quad-arch-back-bottom-left,2474,63,349,14.2131,1.6938,-6.7574,1.0000,0.0887,0.1280
quad-arch-back-bottom-left,2475,63,352,14.2131,1.5684,-6.7597,1.0000,0.0819,0.1279
quad-arch-back-bottom-left,2476,63,355,14.2131,1.4429,-6.7620,1.0000,0.0751,0.1278
quad-arch-back-bottom-left,2477,63,358,14.2131,1.3174,-6.7643,1.0000,0.0683,0.1276
quad-arch-back-bottom-left,2478,63,361,14.2131,1.1919,-6.7666,1.0000,0.0614,0.1275
quad-arch-back-bottom-left,2479,63,364,14.2131,1.0665,-6.7689,1.0000,0.0547,0.1274
quad-arch-back-bottom-left,2480,63,367,14.2131,0.9410,-6.7712,1.0000,0.0479,0.1272
quad-arch-back-bottom-left,2481,63,370,14.2131,0.8155,-6.7735,1.0000,0.0410,0.1271
quad-arch-back-bottom-left,2482,63,373,14.2131,0.6901,-6.7758,1.0000,0.0343,0.1270
quad-arch-back-bottom-left,2483,63,376,14.2131,0.5646,-6.7781,1.0000,0.0275,0.1268
quad-arch-back-bottom-left,2484,63,379,14.2131,0.4391,-6.7804,1.0000,0.0206,0.1267
quad-arch-back-bottom-left,2485,63,382,14.2131,0.3137,-6.7827,1.0000,0.0139,0.1266
quad-arch-back-bottom-left,2486,63,385,14.2131,0.1882,-6.7850,1.0000,0.0071,0.1264
quad-arch-back-bottom-left,2487,63,388,14.2131,0.0627,-6.7873,1.0000,0.0002,0.1263
quad-arch-back-bottom-left,2488,63,391,13.8834,0.0611,-6.4576,0.9876,0.0002,0.1455
quad-arch-back-bottom-left,2489,63,394,13.8856,0.1833,-6.4576,0.9877,0.0068,0.1455
quad-arch-back-bottom-left,2490,63,397,13.8879,0.3056,-6.4576,0.9877,0.0134,0.1455
quad-arch-back-bottom-left,2491,63,400,13.8901,0.4278,-6.4576,0.9878,0.0200,0.1455
quad-arch-back-bottom-left,2492,63,403,13.8924,0.5500,-6.4576,0.9879,0.0267,0.1455
quad-arch-back-bottom-left,2493,63,406,13.8946,0.6723,-6.4576,0.9880,0.0333,0.1455
quad-arch-back-bottom-left,2494,63,409,13.8968,0.7945,-6.4576,0.9881,0.0399,0.1455
quad-arch-back-bottom-left,2495,63,412,13.8991,0.9167,-6.4576,0.9882,0.0465,0.1455
quad-arch-back-bottom-left,2496,63,415,13.9013,1.0390,-6.4576,0.9882,0.0532,0.1455
quad-arch-back-bottom-left,2497,63,418,13.9035,1.1612,-6.4576,0.9883,0.0598,0.1455
quad-arch-back-bottom-left,2498,63,421,13.9058,1.2834,-6.4576,0.9884,0.0664,0.1455
quad-arch-back-bottom-left,2499,63,424,13.9080,1.4057,-6.4576,0.9885,0.0730,0.1455
quad-arch-back-bottom-left,2500,63,427,13.9103,1.5279,-6.4576,0.9886,0.0797,0.1455
quad-arch-back-bottom-left,2501,63,430,13.9125,1.6501,-6.4576,0.9887,0.0863,0.1455
quad-arch-back-bottom-left,2502,63,433,13.9147,1.7723,-6.4576,0.9887,0.0929,0.1455
quad-arch-back-bottom-left,2503,63,436,13.9170,1.8946,-6.4576,0.9888,0.0995,0.1455
quad-arch-back-bottom-left,2504,63,439,13.9192,2.0168,-6.4576,0.9889,0.1062,0.1455
quad-arch-back-bottom-left,2505,63,442,13.9214,2.1390,-6.4576,0.9890,0.1128,0.1455
quad-arch-back-bottom-left,2506,63,445,13.9237,2.2613,-6.4576,0.9891,0.1194,0.1455
quad-arch-back-bottom-left,2507,63,448,13.9061,2.3778,-6.4576,0.9884,0.1257,0.1455
quad-arch-back-bottom-left,2508,63,451,13.8746,2.4957,-6.4576,0.9872,0.1321,0.1455
quad-arch-back-bottom-left,2509,63,454,13.8630,2.5539,-6.4576,0.9868,0.1353,0.1455
quad-arch-back-bottom-left,2510,63,457,13.8435,2.6758,-6.4576,0.9861,0.1419,0.1455
quad-arch-back-bottom-left,2511,63,460,13.8142,2.7936,-6.4576,0.9850,0.1483,0.1455
quad-arch-back-bottom-left,2512,63,463,13.7779,2.9110,-6.4576,0.9836,0.1546,0.1455
quad-arch-back-bottom-left,2513,63,466,13.7350,3.0140,-6.4576,0.9820,0.1602,0.1455
quad-arch-back-bottom-left,2514,63,469,13.6891,3.1274,-6.4576,0.9802,0.1664,0.1455
quad-arch-back-bottom-left,2515,63,472,13.6489,3.2248,-6.4576,0.9787,0.1716,0.1455
quad-arch-back-bottom-left,2516,63,475,13.6173,3.3073,-6.4576,0.9775,0.1761,0.1455
quad-arch-back-bottom-left,2517,63,478,13.5733,3.3447,-6.4576,0.9759,0.1781,0.1455
quad-arch-back-bottom-left,2518,63,481,13.5159,3.4304,-6.4576,0.9737,0.1828,0.1455
quad-arch-back-bottom-left,2519,63,484,13.4689,3.5263,-6.4576,0.9719,0.1880,0.1455
quad-arch-back-bottom-left,2520,63,487,13.4345,3.5620,-6.4576,0.9706,0.1899,0.1455
quad-arch-back-bottom-left,2521,63,490,13.4000,3.5810,-6.4576,0.9693,0.1909,0.1455
quad-arch-back-bottom-left,2522,63,493,13.3670,3.6046,-6.4576,0.9681,0.1922,0.1455
quad-arch-back-bottom-left,2523,63,496,13.3298,3.6562,-6.4576,0.9667,0.1950,0.1455
quad-arch-back-bottom-left,2524,63,499,13.2882,3.6972,-6.4576,0.9651,0.1972,0.1455
quad-arch-back-bottom-left,2525,63,502,13.2421,3.7403,-6.4576,0.9634,0.1996,0.1455
quad-arch-back-bottom-left,2526,63,505,13.1917,3.7917,-6.4576,0.9615,0.2024,0.1455
quad-arch-back-bottom-left,2527,63,508,13.1373,3.8537,-6.4576,0.9594,0.2057,0.1455
quad-arch-back-bottom-left,2528,64,1,13.0841,3.8789,-6.4576,0.9574,0.2071,0.1455
quad-arch-back-bottom-left,2529,64,4,13.0275,3.9522,-6.4576,0.9553,0.2111,0.1455
quad-arch-back-bottom-left,2530,64,7,12.9709,3.9522,-6.4576,0.9532,0.2111,0.1455
quad-arch-back-bottom-left,2531,64,10,12.9177,3.8789,-6.4576,0.9512,0.2071,0.1455
quad-arch-back-bottom-left,2532,64,13,12.8633,3.8538,-6.4576,0.9491,0.2057,0.1455
quad-arch-back-bottom-left,2533,64,16,12.8129,3.7916,-6.4576,0.9472,0.2023,0.1455
quad-arch-back-bottom-left,2534,64,19,12.7669,3.7403,-6.4576,0.9455,0.1996,0.1455
quad-arch-back-bottom-left,2535,64,22,12.7252,3.6973,-6.4576,0.9439,0.1972,0.1455
quad-arch-back-bottom-left,2536,64,25,12.6880,3.6562,-6.4576,0.9425,0.1950,0.1455
quad-arch-back-bottom-left,2537,64,28,12.6550,3.6045,-6.4576,0.9413,0.1922,0.1455
quad-arch-back-bottom-left,2538,64,31,12.6205,3.5810,-6.4576,0.9400,0.1909,0.1455
quad-arch-back-bottom-left,2539,64,34,12.5861,3.5619,-6.4576,0.9387,0.1899,0.1455
quad-arch-back-bottom-left,2540,64,37,12.5391,3.5262,-6.4576,0.9369,0.1880,0.1455
quad-arch-back-bottom-left,2541,64,40,12.4817,3.4303,-6.4576,0.9347,0.1828,0.1455
quad-arch-back-bottom-left,2542,64,43,12.4377,3.3446,-6.4576,0.9331,0.1781,0.1455
quad-arch-back-bottom-left,2543,64,46,12.4061,3.3072,-6.4576,0.9319,0.1761,0.1455
quad-arch-back-bottom-left,2544,64,49,12.3659,3.2247,-6.4576,0.9304,0.1716,0.1455
quad-arch-back-bottom-left,2545,64,52,12.3200,3.1273,-6.4576,0.9286,0.1663,0.1455
quad-arch-back-bottom-left,2546,64,55,12.2772,3.0139,-6.4576,0.9270,0.1602,0.1455
quad-arch-back-bottom-left,2547,64,58,12.2408,2.9110,-6.4576,0.9256,0.1546,0.1455
quad-arch-back-bottom-left,2548,64,61,12.2115,2.7935,-6.4576,0.9245,0.1483,0.1455
quad-arch-back-bottom-left,2549,64,64,12.1920,2.6757,-6.4576,0.9238,0.1419,0.1455
quad-arch-back-bottom-left,2550,64,67,12.1536,2.5538,-6.4576,0.9224,0.1353,0.1455
quad-arch-back-bottom-left,2551,64,70,12.1131,2.4957,-6.4576,0.9208,0.1321,0.1455
quad-arch-back-bottom-left,2552,64,73,12.0815,2.3777,-6.4576,0.9196,0.1257,0.1455
quad-arch-back-bottom-left,2553,64,76,12.0638,2.2613,-6.4576,0.9190,0.1194,0.1455
quad-arch-back-bottom-left,2554,64,79,12.0661,2.1390,-6.4576,0.9191,0.1128,0.1455
quad-arch-back-bottom-left,2555,64,82,12.0683,2.0168,-6.4576,0.9191,0.1062,0.1455
quad-arch-back-bottom-left,2556,64,85,12.0706,1.8946,-6.4576,0.9192,0.0995,0.1455
quad-arch-back-bottom-left,2557,64,88,12.0728,1.7723,-6.4576,0.9193,0.0929,0.1455
quad-arch-back-bottom-left,2558,64,91,12.0751,1.6501,-6.4576,0.9194,0.0863,0.1455
quad-arch-back-bottom-left,2559,64,94,12.0773,1.5279,-6.4576,0.9195,0.0797,0.1455
quad-arch-back-bottom-left,2560,64,97,12.0796,1.4056,-6.4576,0.9196,0.0730,0.1455
quad-arch-back-bottom-left,2561,64,100,12.0818,1.2834,-6.4576,0.9196,0.0664,0.1455
quad-arch-back-bottom-left,2562,64,103,12.0841,1.1612,-6.4576,0.9197,0.0598,0.1455
quad-arch-back-bottom-left,2563,64,106,12.0863,1.0390,-6.4576,0.9198,0.0532,0.1455
quad-arch-back-bottom-left,2564,64,109,12.0885,0.9167,-6.4576,0.9199,0.0465,0.1455
quad-arch-back-bottom-left,2565,64,112,12.0908,0.7945,-6.4576,0.9200,0.0399,0.1455
quad-arch-back-bottom-left,2566,64,115,12.0930,0.6723,-6.4576,0.9201,0.0333,0.1455
quad-arch-back-bottom-left,2567,64,118,12.0953,0.5500,-6.4576,0.9202,0.0267,0.1455
quad-arch-back-bottom-left,2568,64,121,12.0975,0.4278,-6.4576,0.9202,0.0200,0.1455
quad-arch-back-bottom-left,2569,64,124,12.0998,0.3056,-6.4576,0.9203,0.0134,0.1455
quad-arch-back-bottom-left,2570,64,127,12.1020,0.1833,-6.4576,0.9204,0.0068,0.1455
quad-arch-back-bottom-left,2571,64,130,12.1043,0.0611,-6.4576,0.9205,0.0002,0.1455
quad-arch-back-bottom-right,2572,69,157,11.7747,0.0627,7.8431,0.9081,0.0002,0.9772
quad-arch-back-bottom-right,2573,69,160,11.7747,0.1882,7.8454,0.9081,0.0071,0.9773
quad-arch-back-bottom-right,2574,69,163,11.7747,0.3137,7.8477,0.9081,0.0139,0.9775
quad-arch-back-bottom-right,2575,69,166,11.7747,0.4391,7.8500,0.9081,0.0206,0.9776
quad-arch-back-bottom-right,2576,69,169,11.7747,0.5646,7.8523,0.9081,0.0275,0.9777
quad-arch-back-bottom-right,2577,69,172,11.7747,0.6901,7.8546,0.9081,0.0343,0.9779
quad-arch-back-bottom-right,2578,69,175,11.7747,0.8155,7.8569,0.9081,0.0410,0.9780
quad-arch-back-bottom-right,2579,69,178,11.7747,0.9410,7.8592,0.9081,0.0479,0.9781
quad-arch-back-bottom-right,2580,69,181,11.7747,1.0665,7.8615,0.9081,0.0547,0.9783
quad-arch-back-bottom-right,2581,69,184,11.7747,1.1919,7.8638,0.9081,0.0614,0.9784
quad-arch-back-bottom-right,2582,69,187,11.7747,1.3174,7.8661,0.9081,0.0683,0.9785
quad-arch-back-bottom-right,2583,69,190,11.7747,1.4429,7.8684,0.9081,0.0751,0.9787
quad-arch-back-bottom-right,2584,69,193,11.7747,1.5684,7.8707,0.9081,0.0819,0.9788
quad-arch-back-bottom-right,2585,69,196,11.7747,1.6938,7.8730,0.9081,0.0887,0.9789
quad-arch-back-bottom-right,2586,69,199,11.7747,1.8193,7.8753,0.9081,0.0955,0.9791
quad-arch-back-bottom-right,2587,69,202,11.7747,1.9448,7.8776,0.9081,0.1023,0.9792
quad-arch-back-bottom-right,2588,69,205,11.7747,2.0702,7.8799,0.9081,0.1091,0.9793
quad-arch-back-bottom-right,2589,69,208,11.7747,2.1957,7.8822,0.9081,0.1159,0.9795
quad-arch-back-bottom-right,2590,69,211,11.7747,2.3212,7.8845,0.9081,0.1227,0.9796
quad-arch-back-bottom-right,2591,69,214,11.7747,2.4383,7.8481,0.9081,0.1290,0.9775
quad-arch-back-bottom-right,2592,69,217,11.7747,2.5261,7.8317,0.9081,0.1338,0.9765
quad-arch-back-bottom-right,2593,69,220,11.7747,2.6233,7.8101,0.9081,0.1390,0.9753
quad-arch-back-bottom-right,2594,69,223,11.7747,2.7469,7.7838,0.9081,0.1457,0.9737
quad-arch-back-bottom-right,2595,69,226,11.7747,2.8662,7.7494,0.9081,0.1522,0.9717
quad-arch-back-bottom-right,2596,69,229,11.7747,2.9810,7.7086,0.9081,0.1584,0.9694
quad-arch-back-bottom-right,2597,69,232,11.7747,3.0904,7.6622,0.9081,0.1643,0.9667
quad-arch-back-bottom-right,2598,69,235,11.7747,3.2066,7.6176,0.9081,0.1706,0.9641
quad-arch-back-bottom-right,2599,69,238,11.7747,3.2745,7.5819,0.9081,0.1743,0.9620
quad-arch-back-bottom-right,2600,69,241,11.7747,3.3161,7.5417,0.9081,0.1766,0.9597
quad-arch-back-bottom-right,2601,69,244,11.7747,3.4070,7.4815,0.9081,0.1815,0.9562
quad-arch-back-bottom-right,2602,69,247,11.7747,3.5031,7.4293,0.9081,0.1867,0.9531
quad-arch-back-bottom-right,2603,69,250,11.7747,3.5419,7.3943,0.9081,0.1888,0.9511
quad-arch-back-bottom-right,2604,69,253,11.7747,3.5642,7.3604,0.9081,0.1900,0.9491
quad-arch-back-bottom-right,2605,69,256,11.7747,3.6059,7.3284,0.9081,0.1923,0.9473
quad-arch-back-bottom-right,2606,69,259,11.7747,3.6657,7.2915,0.9081,0.1955,0.9451
quad-arch-back-bottom-right,2607,69,262,11.7747,3.7031,7.2482,0.9081,0.1976,0.9426
quad-arch-back-bottom-right,2608,69,265,11.7747,3.7373,7.2002,0.9081,0.1994,0.9398
quad-arch-back-bottom-right,2609,69,268,11.7747,3.7909,7.1484,0.9081,0.2023,0.9368
quad-arch-back-bottom-right,2610,69,271,11.7747,3.8519,7.0929,0.9081,0.2056,0.9336
quad-arch-back-bottom-right,2611,69,274,11.7747,3.8843,7.0393,0.9081,0.2074,0.9304
quad-arch-back-bottom-right,2612,69,277,11.7747,3.9608,6.9848,0.9081,0.2115,0.9273
quad-arch-back-bottom-right,2613,69,280,11.7747,3.9607,6.9303,0.9081,0.2115,0.9241
quad-arch-back-bottom-right,2614,69,283,11.7747,3.8842,6.8767,0.9081,0.2074,0.9210
quad-arch-back-bottom-right,2615,69,286,11.7747,3.8519,6.8213,0.9081,0.2056,0.9178
quad-arch-back-bottom-right,2616,69,289,11.7747,3.7909,6.7695,0.9081,0.2023,0.9147
quad-arch-back-bottom-right,2617,69,292,11.7747,3.7374,6.7214,0.9081,0.1994,0.9120
quad-arch-back-bottom-right,2618,69,295,11.7747,3.7032,6.6782,0.9081,0.1976,0.9094
quad-arch-back-bottom-right,2619,69,298,11.7747,3.6658,6.6412,0.9081,0.1955,0.9073
quad-arch-back-bottom-right,2620,69,301,11.7747,3.6060,6.6092,0.9081,0.1923,0.9054
quad-arch-back-bottom-right,2621,69,304,11.7747,3.5642,6.5753,0.9081,0.1900,0.9035
quad-arch-back-bottom-right,2622,69,307,11.7747,3.5419,6.5403,0.9081,0.1888,0.9014
quad-arch-back-bottom-right,2623,69,310,11.7747,3.5031,6.4881,0.9081,0.1867,0.8984
quad-arch-back-bottom-right,2624,69,313,11.7747,3.4069,6.4280,0.9081,0.1815,0.8949
quad-arch-back-bottom-right,2625,69,316,11.7747,3.3161,6.3878,0.9081,0.1766,0.8925
quad-arch-back-bottom-right,2626,69,319,11.7747,3.2745,6.3521,0.9081,0.1743,0.8905
quad-arch-back-bottom-right,2627,69,322,11.7747,3.2065,6.3074,0.9081,0.1706,0.8879
quad-arch-back-bottom-right,2628,69,325,11.7747,3.0903,6.2611,0.9081,0.1643,0.8852
quad-arch-back-bottom-right,2629,69,328,11.7747,2.9809,6.2202,0.9081,0.1584,0.8828
quad-arch-back-bottom-right,2630,69,331,11.7747,2.8661,6.1858,0.9081,0.1522,0.8808
quad-arch-back-bottom-right,2631,69,334,11.7747,2.7468,6.1596,0.9081,0.1457,0.8793
quad-arch-back-bottom-right,2632,69,337,11.7747,2.6232,6.1380,0.9081,0.1390,0.8780
quad-arch-back-bottom-right,2633,69,340,11.7747,2.5261,6.0947,0.9081,0.1338,0.8755
quad-arch-back-bottom-right,2634,69,343,11.7747,2.4382,6.0590,0.9081,0.1290,0.8734
quad-arch-back-bottom-right,2635,69,346,11.7747,2.3212,6.0224,0.9081,0.1227,0.8713
quad-arch-back-bottom-right,2636,69,349,11.7747,2.1957,6.0247,0.9081,0.1159,0.8714
quad-arch-back-bottom-right,2637,69,352,11.7747,2.0702,6.0270,0.9081,0.1091,0.8716
quad-arch-back-bottom-right,2638,69,355,11.7747,1.9448,6.0293,0.9081,0.1023,0.8717
quad-arch-back-bottom-right,2639,69,358,11.7747,1.8193,6.0317,0.9081,0.0955,0.8718
quad-arch-back-bottom-right,2640,69,361,11.7747,1.6938,6.0340,0.9081,0.0887,0.8720
quad-arch-back-bottom-right,2641,69,364,11.7747,1.5683,6.0363,0.9081,0.0819,0.8721
