zone,pixel_id,universe,channel,cat_x,cat_y,cat_z,x_norm,y_norm,z_norm
main-arch,927,47,22,-7.4300,0.8969,2.3694,0.1840,0.0455,0.6588
main-arch,928,47,25,-7.4300,0.9950,2.3694,0.1840,0.0508,0.6588
main-arch,929,47,28,-7.4300,1.0931,2.3694,0.1840,0.0561,0.6588
main-arch,930,47,31,-7.4300,1.1912,2.3694,0.1840,0.0614,0.6588
main-arch,931,47,34,-7.4300,1.2893,2.3694,0.1840,0.0667,0.6588
main-arch,932,47,37,-7.4300,1.3875,2.3694,0.1840,0.0721,0.6588
main-arch,933,47,40,-7.4300,1.4856,2.3694,0.1840,0.0774,0.6588
main-arch,934,47,43,-7.4300,1.5837,2.3694,0.1840,0.0827,0.6588
main-arch,935,47,46,-7.4300,1.6818,2.3693,0.1840,0.0880,0.6588
main-arch,936,47,49,-7.4300,1.7799,2.3693,0.1840,0.0933,0.6588
main-arch,937,47,52,-7.4300,1.8780,2.3693,0.1840,0.0986,0.6588
main-arch,938,47,55,-7.4300,1.9761,2.3693,0.1840,0.1040,0.6588
main-arch,939,47,58,-7.4300,2.0742,2.3693,0.1840,0.1093,0.6588
main-arch,940,47,61,-7.4300,2.1723,2.3693,0.1840,0.1146,0.6588
main-arch,941,47,64,-7.4300,2.2704,2.3693,0.1840,0.1199,0.6588
main-arch,942,47,67,-7.4300,2.3685,2.3693,0.1840,0.1252,0.6588
main-arch,943,47,70,-7.4300,2.4667,2.3693,0.1840,0.1305,0.6588
main-arch,944,47,73,-7.4300,2.5648,2.3693,0.1840,0.1359,0.6588
main-arch,945,47,76,-7.4300,2.6629,2.3693,0.1840,0.1412,0.6588
main-arch,946,47,79,-7.4300,2.7610,2.3693,0.1840,0.1465,0.6588
main-arch,947,47,82,-7.4300,2.8591,2.3693,0.1840,0.1518,0.6588
main-arch,948,47,85,-7.4300,2.9572,2.3693,0.1840,0.1571,0.6588
main-arch,949,47,88,-7.4300,3.0553,2.3693,0.1840,0.1624,0.6588
main-arch,950,47,91,-7.4300,3.1534,2.3693,0.1840,0.1678,0.6588
main-arch,951,47,94,-7.4300,3.2515,2.3693,0.1840,0.1731,0.6588
main-arch,952,47,97,-7.4300,3.3496,2.3693,0.1840,0.1784,0.6588
main-arch,953,47,100,-7.4300,3.4477,2.3693,0.1840,0.1837,0.6588
main-arch,954,47,103,-7.4300,3.5459,2.3693,0.1840,0.1890,0.6588
main-arch,955,47,106,-7.4300,3.6440,2.3693,0.1840,0.1943,0.6588
main-arch,956,47,109,-7.4300,3.7421,2.3693,0.1840,0.1997,0.6588
main-arch,957,47,112,-7.4300,3.8402,2.3693,0.1840,0.2050,0.6588
main-arch,958,47,115,-7.4300,3.9383,2.3693,0.1840,0.2103,0.6588
main-arch,959,47,118,-7.4300,4.0364,2.3693,0.1840,0.2156,0.6588
main-arch,960,47,121,-7.4300,4.1345,2.3693,0.1840,0.2209,0.6588
main-arch,961,47,124,-7.4300,4.2326,2.3693,0.1840,0.2263,0.6588
main-arch,962,47,127,-7.4300,4.3307,2.3693,0.1840,0.2316,0.6588
main-arch,963,47,130,-7.4300,4.4288,2.3693,0.1840,0.2369,0.6588
main-arch,964,47,133,-7.4300,4.5269,2.3693,0.1840,0.2422,0.6588
main-arch,965,47,136,-7.4300,4.6251,2.3692,0.1840,0.2475,0.6588
main-arch,966,47,139,-7.4300,4.7232,2.3692,0.1840,0.2528,0.6588
main-arch,967,47,142,-7.4300,4.8213,2.3692,0.1840,0.2582,0.6588
main-arch,968,47,145,-7.4300,4.9194,2.3692,0.1840,0.2635,0.6588
main-arch,969,47,148,-7.4300,5.0175,2.3692,0.1840,0.2688,0.6588
main-arch,970,47,151,-7.4300,5.1156,2.3692,0.1840,0.2741,0.6588
main-arch,971,47,154,-7.4300,5.2137,2.3692,0.1840,0.2794,0.6588
main-arch,972,47,157,-7.4300,5.3118,2.3692,0.1840,0.2847,0.6588
main-arch,973,47,160,-7.4300,5.4099,2.3692,0.1840,0.2901,0.6588
main-arch,974,47,163,-7.4300,5.5080,2.3692,0.1840,0.2954,0.6588
main-arch,975,47,166,-7.4300,5.6061,2.3692,0.1840,0.3007,0.6588
main-arch,976,47,169,-7.4300,5.7043,2.3692,0.1840,0.3060,0.6588
main-arch,977,47,172,-7.4300,5.8024,2.3692,0.1840,0.3113,0.6588
main-arch,978,47,175,-7.4300,5.9005,2.3692,0.1840,0.3166,0.6588
main-arch,979,47,178,-7.4300,5.9986,2.3692,0.1840,0.3220,0.6588
main-arch,980,47,181,-7.4300,6.0963,2.3639,0.1840,0.3273,0.6585
main-arch,981,47,184,-7.4300,6.1935,2.3502,0.1840,0.3325,0.6577
main-arch,982,47,187,-7.4300,6.2906,2.3364,0.1840,0.3378,0.6569
main-arch,983,47,190,-7.4300,6.3874,2.3209,0.1840,0.3430,0.6560
main-arch,984,47,193,-7.4300,6.4838,2.3022,0.1840,0.3483,0.6549
main-arch,985,47,196,-7.4300,6.5797,2.2820,0.1840,0.3535,0.6538
main-arch,986,47,199,-7.4300,6.6747,2.2572,0.1840,0.3586,0.6523
main-arch,987,47,202,-7.4300,6.7683,2.2282,0.1840,0.3637,0.6506
main-arch,988,47,205,-7.4300,6.8623,2.1999,0.1840,0.3688,0.6490
main-arch,989,47,208,-7.4300,6.9565,2.1727,0.1840,0.3739,0.6474
main-arch,990,47,211,-7.4300,7.0457,2.1322,0.1840,0.3787,0.6450
main-arch,991,47,214,-7.4300,7.1369,2.0959,0.1840,0.3837,0.6429
main-arch,992,47,217,-7.4300,7.2259,2.0547,0.1840,0.3885,0.6405
main-arch,993,47,220,-7.4300,7.3146,2.0128,0.1840,0.3933,0.6381
main-arch,994,47,223,-7.4300,7.4026,1.9695,0.1840,0.3981,0.6356
main-arch,995,47,226,-7.4300,7.4893,1.9237,0.1840,0.4028,0.6329
main-arch,996,47,229,-7.4300,7.5744,1.8747,0.1840,0.4074,0.6301
main-arch,997,47,232,-7.4300,7.6587,1.8246,0.1840,0.4119,0.6272
main-arch,998,47,235,-7.4300,7.7417,1.7723,0.1840,0.4164,0.6241
main-arch,999,47,238,-7.4300,7.8252,1.7210,0.1840,0.4210,0.6211
main-arch,1000,47,241,-7.4300,7.8991,1.6575,0.1840,0.4250,0.6174
main-arch,1001,47,244,-7.4300,7.9809,1.6033,0.1840,0.4294,0.6143
main-arch,1002,47,247,-7.4300,8.0622,1.5485,0.1840,0.4338,0.6111
main-arch,1003,47,250,-7.4300,8.1319,1.4918,0.1840,0.4376,0.6078
main-arch,1004,47,253,-7.4300,8.2001,1.4321,0.1840,0.4413,0.6043
main-arch,1005,47,256,-7.4300,8.2578,1.3737,0.1840,0.4444,0.6009
main-arch,1006,47,259,-7.4300,8.3361,1.3146,0.1840,0.4487,0.5975
main-arch,1007,47,262,-7.4300,8.3916,1.2542,0.1840,0.4517,0.5940
main-arch,1008,47,265,-7.4300,8.4693,1.1942,0.1840,0.4559,0.5905
main-arch,1009,47,268,-7.4300,8.5222,1.1294,0.1840,0.4587,0.5867
main-arch,1010,47,271,-7.4300,8.5915,1.0599,0.1840,0.4625,0.5827
main-arch,1011,47,274,-7.4300,8.6648,0.9949,0.1840,0.4665,0.5789
main-arch,1012,47,277,-7.4300,8.7155,0.9298,0.1840,0.4692,0.5751
main-arch,1013,47,280,-7.4300,8.7650,0.8641,0.1840,0.4719,0.5713
main-arch,1014,47,283,-7.4300,8.8310,0.7918,0.1840,0.4755,0.5671
main-arch,1015,47,286,-7.4300,8.8966,0.7189,0.1840,0.4790,0.5628
main-arch,1016,47,289,-7.4300,8.9575,0.6469,0.1840,0.4823,0.5587
main-arch,1017,47,292,-7.4300,9.0035,0.5733,0.1840,0.4848,0.5544
main-arch,1018,47,295,-7.4300,9.0505,0.4999,0.1840,0.4874,0.5501
main-arch,1019,47,298,-7.4300,9.1066,0.4251,0.1840,0.4904,0.5458
main-arch,1020,47,301,-7.4300,9.1511,0.3520,0.1840,0.4928,0.5415
main-arch,1021,47,304,-7.4300,9.2097,0.2761,0.1840,0.4960,0.5371
main-arch,1022,47,307,-7.4300,9.2502,0.2032,0.1840,0.4982,0.5329
main-arch,1023,47,310,-7.4300,9.3091,0.1260,0.1840,0.5014,0.5284
main-arch,1024,47,313,-7.4300,9.3469,0.0527,0.1840,0.5034,0.5241
main-arch,1025,47,316,-7.4300,9.4055,-0.0254,0.1840,0.5066,0.5196
main-arch,1026,47,319,-7.4300,9.4444,-0.0994,0.1840,0.5087,0.5153
main-arch,1027,47,322,-7.4300,9.4963,-0.1826,0.1840,0.5115,0.5104
main-arch,1028,47,325,-7.4300,9.5258,-0.2602,0.1840,0.5131,0.5059
main-arch,1029,47,328,-7.4300,9.5762,-0.3444,0.1840,0.5159,0.5010
main-arch,1030,47,331,-7.4300,9.5766,-0.4297,0.1840,0.5159,0.4960
main-arch,1031,47,334,-7.4300,9.5257,-0.5135,0.1840,0.5131,0.4912
main-arch,1032,47,337,-7.4300,9.4961,-0.5910,0.1840,0.5115,0.4867
main-arch,1033,47,340,-7.4300,9.4441,-0.6742,0.1840,0.5087,0.4818
main-arch,1034,47,343,-7.4300,9.4053,-0.7483,0.1840,0.5066,0.4775
main-arch,1035,47,346,-7.4300,9.3472,-0.8262,0.1840,0.5035,0.4730
main-arch,1036,47,349,-7.4300,9.3088,-0.8996,0.1840,0.5014,0.4687
main-arch,1037,47,352,-7.4300,9.2506,-0.9767,0.1840,0.4982,0.4642
main-arch,1038,47,355,-7.4300,9.2094,-1.0498,0.1840,0.4960,0.4600
main-arch,1039,47,358,-7.4300,9.1515,-1.1256,0.1840,0.4928,0.4556
main-arch,1040,47,361,-7.4300,9.1063,-1.1987,0.1840,0.4904,0.4513
main-arch,1041,47,364,-7.4300,9.0508,-1.2735,0.1840,0.4874,0.4470
main-arch,1042,47,367,-7.4300,9.0032,-1.3470,0.1840,0.4848,0.4427
main-arch,1043,47,370,-7.4300,8.9579,-1.4205,0.1840,0.4824,0.4384
main-arch,1044,47,373,-7.4300,8.8963,-1.4925,0.1840,0.4790,0.4342
main-arch,1045,47,376,-7.4300,8.8307,-1.5655,0.1840,0.4755,0.4300
main-arch,1046,47,379,-7.4300,8.7646,-1.6377,0.1840,0.4719,0.4258
main-arch,1047,47,382,-7.4300,8.7151,-1.7034,0.1840,0.4692,0.4220
main-arch,1048,47,385,-7.4300,8.6645,-1.7684,0.1840,0.4665,0.4182
main-arch,1049,47,388,-7.4300,8.5910,-1.8334,0.1840,0.4625,0.4144
main-arch,1050,47,391,-7.4300,8.5214,-1.9025,0.1840,0.4587,0.4104
main-arch,1051,47,394,-7.4300,8.4691,-1.9673,0.1840,0.4559,0.4066
main-arch,1052,47,397,-7.4300,8.3916,-2.0274,0.1840,0.4517,0.4031
main-arch,1053,47,400,-7.4300,8.3361,-2.0879,0.1840,0.4487,0.3996
main-arch,1054,47,403,-7.4300,8.2578,-2.1470,0.1840,0.4444,0.3962
main-arch,1055,47,406,-7.4300,8.2001,-2.2053,0.1840,0.4413,0.3928
main-arch,1056,47,409,-7.4300,8.1318,-2.2650,0.1840,0.4376,0.3893
main-arch,1057,47,412,-7.4300,8.0622,-2.3218,0.1840,0.4338,0.3860
main-arch,1058,47,415,-7.4300,7.9808,-2.3765,0.1840,0.4294,0.3828
main-arch,1059,47,418,-7.4300,7.8991,-2.4308,0.1840,0.4250,0.3797
main-arch,1060,47,421,-7.4300,7.8252,-2.4943,0.1840,0.4210,0.3760
main-arch,1061,47,424,-7.4300,7.7417,-2.5455,0.1840,0.4164,0.3730
main-arch,1062,47,427,-7.4300,7.6587,-2.5979,0.1840,0.4119,0.3699
main-arch,1063,47,430,-7.4300,7.5743,-2.6480,0.1840,0.4074,0.3670
main-arch,1064,47,433,-7.4300,7.4893,-2.6969,0.1840,0.4028,0.3642
main-arch,1065,47,436,-7.4300,7.4026,-2.7428,0.1840,0.3981,0.3615
main-arch,1066,47,439,-7.4300,7.3146,-2.7861,0.1840,0.3933,0.3590
main-arch,1067,47,442,-7.4300,7.2259,-2.8280,0.1840,0.3885,0.3566
main-arch,1068,47,445,-7.4300,7.1369,-2.8692,0.1840,0.3837,0.3542
main-arch,1069,47,448,-7.4300,7.0457,-2.9055,0.1840,0.3787,0.3520
main-arch,1070,47,451,-7.4300,6.9565,-2.9459,0.1840,0.3739,0.3497
main-arch,1071,47,454,-7.4300,6.8623,-2.9732,0.1840,0.3688,0.3481
main-arch,1072,47,457,-7.4300,6.7683,-3.0014,0.1840,0.3637,0.3465
main-arch,1073,47,460,-7.4300,6.6746,-3.0305,0.1840,0.3586,0.3448
main-arch,1074,47,463,-7.4300,6.5797,-3.0553,0.1840,0.3535,0.3433
main-arch,1075,47,466,-7.4300,6.4837,-3.0755,0.1840,0.3483,0.3422
main-arch,1076,47,469,-7.4300,6.3874,-3.0941,0.1840,0.3430,0.3411
main-arch,1077,47,472,-7.4300,6.2906,-3.1097,0.1840,0.3378,0.3402
main-arch,1078,47,475,-7.4300,6.1935,-3.1235,0.1840,0.3325,0.3394
main-arch,1079,47,478,-7.4300,6.0963,-3.1372,0.1840,0.3273,0.3386
main-arch,1080,47,481,-7.4300,5.9986,-3.1426,0.1840,0.3220,0.3383
main-arch,1081,47,484,-7.4300,5.9005,-3.1426,0.1840,0.3166,0.3383
main-arch,1082,47,487,-7.4300,5.8024,-3.1426,0.1840,0.3113,0.3383
main-arch,1083,47,490,-7.4300,5.7043,-3.1426,0.1840,0.3060,0.3383
main-arch,1084,47,493,-7.4300,5.6061,-3.1426,0.1840,0.3007,0.3383
main-arch,1085,47,496,-7.4300,5.5080,-3.1426,0.1840,0.2954,0.3383
main-arch,1086,47,499,-7.4300,5.4099,-3.1426,0.1840,0.2901,0.3383
main-arch,1087,47,502,-7.4300,5.3118,-3.1426,0.1840,0.2847,0.3383
main-arch,1088,47,505,-7.4300,5.2137,-3.1426,0.1840,0.2794,0.3383
main-arch,1089,47,508,-7.4300,5.1156,-3.1426,0.1840,0.2741,0.3383
main-arch,1090,48,1,-7.4300,5.0175,-3.1426,0.1840,0.2688,0.3383
main-arch,1091,48,4,-7.4300,4.9194,-3.1426,0.1840,0.2635,0.3383
main-arch,1092,48,7,-7.4300,4.8213,-3.1426,0.1840,0.2582,0.3383
main-arch,1093,48,10,-7.4300,4.7232,-3.1426,0.1840,0.2528,0.3383
main-arch,1094,48,13,-7.4300,4.6251,-3.1426,0.1840,0.2475,0.3383
main-arch,1095,48,16,-7.4300,4.5269,-3.1426,0.1840,0.2422,0.3383
main-arch,1096,48,19,-7.4300,4.4288,-3.1426,0.1840,0.2369,0.3383
main-arch,1097,48,22,-7.4300,4.3307,-3.1426,0.1840,0.2316,0.3383
main-arch,1098,48,25,-7.4300,4.2326,-3.1426,0.1840,0.2263,0.3383
main-arch,1099,48,28,-7.4300,4.1345,-3.1426,0.1840,0.2209,0.3383
main-arch,1100,48,31,-7.4300,4.0364,-3.1426,0.1840,0.2156,0.3383
main-arch,1101,48,34,-7.4300,3.9383,-3.1426,0.1840,0.2103,0.3383
main-arch,1102,48,37,-7.4300,3.8402,-3.1426,0.1840,0.2050,0.3383
main-arch,1103,48,40,-7.4300,3.7421,-3.1426,0.1840,0.1997,0.3383
main-arch,1104,48,43,-7.4300,3.6440,-3.1426,0.1840,0.1943,0.3383
main-arch,1105,48,46,-7.4300,3.5459,-3.1426,0.1840,0.1890,0.3383
main-arch,1106,48,49,-7.4300,3.4477,-3.1426,0.1840,0.1837,0.3383
main-arch,1107,48,52,-7.4300,3.3496,-3.1426,0.1840,0.1784,0.3383
main-arch,1108,48,55,-7.4300,3.2515,-3.1426,0.1840,0.1731,0.3383
main-arch,1109,48,58,-7.4300,3.1534,-3.1426,0.1840,0.1678,0.3383
main-arch,1110,48,61,-7.4300,3.0553,-3.1426,0.1840,0.1624,0.3383
main-arch,1111,48,64,-7.4300,2.9572,-3.1426,0.1840,0.1571,0.3383
main-arch,1112,48,67,-7.4300,2.8591,-3.1426,0.1840,0.1518,0.3383
main-arch,1113,48,70,-7.4300,2.7610,-3.1426,0.1840,0.1465,0.3383
main-arch,1114,48,73,-7.4300,2.6629,-3.1426,0.1840,0.1412,0.3383
main-arch,1115,48,76,-7.4300,2.5648,-3.1426,0.1840,0.1359,0.3383
main-arch,1116,48,79,-7.4300,2.4667,-3.1426,0.1840,0.1305,0.3383
main-arch,1117,48,82,-7.4300,2.3685,-3.1426,0.1840,0.1252,0.3383
main-arch,1118,48,85,-7.4300,2.2704,-3.1426,0.1840,0.1199,0.3383
main-arch,1119,48,88,-7.4300,2.1723,-3.1426,0.1840,0.1146,0.3383
main-arch,1120,48,91,-7.4300,2.0742,-3.1426,0.1840,0.1093,0.3383
main-arch,1121,48,94,-7.4300,1.9761,-3.1426,0.1840,0.1040,0.3383
main-arch,1122,48,97,-7.4300,1.8780,-3.1426,0.1840,0.0986,0.3383
main-arch,1123,48,100,-7.4300,1.7799,-3.1426,0.1840,0.0933,0.3383
main-arch,1124,48,103,-7.4300,1.6818,-3.1426,0.1840,0.0880,0.3383
main-arch,1125,48,106,-7.4300,1.5837,-3.1426,0.1840,0.0827,0.3383
main-arch,1126,48,109,-7.4300,1.4856,-3.1426,0.1840,0.0774,0.3383
main-arch,1127,48,112,-7.4300,1.3875,-3.1426,0.1840,0.0721,0.3383
main-arch,1128,48,115,-7.4300,1.2893,-3.1427,0.1840,0.0667,0.3383
main-arch,1129,48,118,-7.4300,1.1912,-3.1427,0.1840,0.0614,0.3383
main-arch,1130,48,121,-7.4300,1.0931,-3.1427,0.1840,0.0561,0.3383
main-arch,1131,48,124,-7.4300,0.9950,-3.1427,0.1840,0.0508,0.3383
main-arch,1132,48,127,-7.4300,0.8969,-3.1427,0.1840,0.0455,0.3383
main-arch,1133,48,130,-7.4300,0.7988,-3.1427,0.1840,0.0401,0.3383
main-arch,1134,48,133,-7.4300,0.7007,-3.1427,0.1840,0.0348,0.3383
main-arch,1135,48,136,-7.4300,0.6026,-3.1427,0.1840,0.0295,0.3383
main-arch,1136,48,139,-7.4300,0.5045,-3.1427,0.1840,0.0242,0.3383
main-arch,1137,48,142,-7.4300,0.4064,-3.1427,0.1840,0.0189,0.3383
main-arch,1138,48,145,-7.4300,0.3083,-3.1427,0.1840,0.0136,0.3383
main-arch,1139,48,148,-7.4300,0.2101,-3.1427,0.1840,0.0082,0.3383
mini-arch-left,1140,7,1,-11.0690,0.0581,-4.6075,0.0468,0.0000,0.2531
mini-arch-left,1141,7,4,-11.0690,0.1743,-4.6059,0.0468,0.0063,0.2532
mini-arch-left,1142,7,7,-11.0690,0.2905,-4.6044,0.0468,0.0126,0.2532
mini-arch-left,1143,7,10,-11.0690,0.4067,-4.6028,0.0468,0.0189,0.2533
mini-arch-left,1144,7,13,-11.0690,0.5229,-4.6012,0.0468,0.0252,0.2534
mini-arch-left,1145,7,16,-11.0690,0.6392,-4.5996,0.0468,0.0315,0.2535
mini-arch-left,1146,7,19,-11.0690,0.7554,-4.5980,0.0468,0.0378,0.2536
mini-arch-left,1147,7,22,-11.0690,0.8716,-4.5964,0.0468,0.0441,0.2537
mini-arch-left,1148,7,25,-11.0690,0.9878,-4.5948,0.0468,0.0504,0.2538
mini-arch-left,1149,7,28,-11.0690,1.1040,-4.5933,0.0468,0.0567,0.2539
mini-arch-left,1150,7,31,-11.0690,1.2202,-4.5917,0.0468,0.0630,0.2540
mini-arch-left,1151,7,34,-11.0690,1.3364,-4.5901,0.0468,0.0693,0.2541
mini-arch-left,1152,7,37,-11.0690,1.4526,-4.5885,0.0468,0.0756,0.2542
mini-arch-left,1153,7,40,-11.0690,1.5688,-4.5869,0.0468,0.0819,0.2543
mini-arch-left,1154,7,43,-11.0690,1.6850,-4.5853,0.0468,0.0882,0.2544
mini-arch-left,1155,7,46,-11.0690,1.8012,-4.5838,0.0468,0.0945,0.2544
mini-arch-left,1156,7,49,-11.0690,1.9175,-4.5822,0.0468,0.1008,0.2545
mini-arch-left,1157,7,52,-11.0690,2.0337,-4.5806,0.0468,0.1071,0.2546
mini-arch-left,1158,7,55,-11.0690,2.1499,-4.5790,0.0468,0.1134,0.2547
mini-arch-left,1159,7,58,-11.0690,2.2661,-4.5774,0.0468,0.1197,0.2548
mini-arch-left,1160,7,61,-11.0690,2.3823,-4.5758,0.0468,0.1260,0.2549
mini-arch-left,1161,7,64,-11.0690,2.4985,-4.5742,0.0468,0.1323,0.2550
mini-arch-left,1162,7,67,-11.0690,2.6122,-4.5843,0.0468,0.1384,0.2544
mini-arch-left,1163,7,70,-11.0690,2.7232,-4.6160,0.0468,0.1444,0.2526
mini-arch-left,1164,7,73,-11.0690,2.8302,-4.6257,0.0468,0.1502,0.2520
mini-arch-left,1165,7,76,-11.0690,2.9458,-4.6375,0.0468,0.1565,0.2513
mini-arch-left,1166,7,79,-11.0690,3.0614,-4.6516,0.0468,0.1628,0.2505
mini-arch-left,1167,7,82,-11.0690,3.1764,-4.6702,0.0468,0.1690,0.2494
mini-arch-left,1168,7,85,-11.0690,3.2907,-4.6963,0.0468,0.1752,0.2479
mini-arch-left,1169,7,88,-11.0690,3.4023,-4.7251,0.0468,0.1812,0.2462
mini-arch-left,1170,7,91,-11.0690,3.5154,-4.7537,0.0468,0.1874,0.2446
mini-arch-left,1171,7,94,-11.0690,3.6272,-4.7851,0.0468,0.1934,0.2427
mini-arch-left,1172,7,97,-11.0690,3.7391,-4.8257,0.0468,0.1995,0.2404
mini-arch-left,1173,7,100,-11.0690,3.8418,-4.8591,0.0468,0.2051,0.2384
mini-arch-left,1174,7,103,-11.0690,3.9568,-4.8857,0.0468,0.2113,0.2369
mini-arch-left,1175,7,106,-11.0690,3.9887,-4.9187,0.0468,0.2130,0.2350
mini-arch-left,1176,7,109,-11.0690,4.0749,-4.9493,0.0468,0.2177,0.2332
mini-arch-left,1177,7,112,-11.0690,4.1653,-4.9855,0.0468,0.2226,0.2311
mini-arch-left,1178,7,115,-11.0690,4.2266,-5.0261,0.0468,0.2259,0.2287
mini-arch-left,1179,7,118,-11.0690,4.2939,-5.0635,0.0468,0.2296,0.2265
mini-arch-left,1180,7,121,-11.0690,4.4016,-5.1099,0.0468,0.2354,0.2238
mini-arch-left,1181,7,124,-11.0690,4.4964,-5.1645,0.0468,0.2405,0.2207
mini-arch-left,1182,7,127,-11.0690,4.6003,-5.2241,0.0468,0.2462,0.2172
mini-arch-left,1183,7,130,-11.0690,4.6926,-5.2783,0.0468,0.2512,0.2140
mini-arch-left,1184,7,133,-11.0690,4.7996,-5.3290,0.0468,0.2570,0.2111
mini-arch-left,1185,7,136,-11.0690,4.8602,-5.3875,0.0468,0.2603,0.2077
mini-arch-left,1186,7,139,-11.0690,4.9219,-5.4447,0.0468,0.2636,0.2044
mini-arch-left,1187,7,142,-11.0690,4.9849,-5.4948,0.0468,0.2670,0.2015
mini-arch-left,1188,7,145,-11.0690,5.0837,-5.5443,0.0468,0.2724,0.1986
mini-arch-left,1189,7,148,-11.0690,5.1373,-5.6051,0.0468,0.2753,0.1950
mini-arch-left,1190,7,151,-11.0690,5.1871,-5.6553,0.0468,0.2780,0.1921
mini-arch-left,1191,7,154,-11.0690,5.2960,-5.7039,0.0468,0.2839,0.1893
mini-arch-left,1192,7,157,-11.0690,5.2960,-5.7473,0.0468,0.2839,0.1868
mini-arch-left,1193,7,160,-11.0690,5.3975,-5.7892,0.0468,0.2894,0.1843
mini-arch-left,1194,7,163,-11.0690,5.4029,-5.8354,0.0468,0.2897,0.1816
mini-arch-left,1195,7,166,-11.0690,5.4796,-5.8812,0.0468,0.2938,0.1790
mini-arch-left,1196,7,169,-11.0690,5.4884,-5.9292,0.0468,0.2943,0.1762
mini-arch-left,1197,7,172,-11.0690,5.5571,-5.9732,0.0468,0.2980,0.1736
mini-arch-left,1198,7,175,-11.0690,5.5958,-6.0214,0.0468,0.3001,0.1708
mini-arch-left,1199,7,178,-11.0690,5.6336,-6.0692,0.0468,0.3022,0.1680
mini-arch-left,1200,7,181,-11.0690,5.6764,-6.1175,0.0468,0.3045,0.1652
mini-arch-left,1201,7,184,-11.0690,5.7090,-6.1664,0.0468,0.3063,0.1624
mini-arch-left,1202,7,187,-11.0690,5.7723,-6.2203,0.0468,0.3097,0.1593
mini-arch-left,1203,7,190,-11.0690,5.7703,-6.2728,0.0468,0.3096,0.1562
mini-arch-left,1204,7,193,-11.0690,5.8646,-6.3259,0.0468,0.3147,0.1531
mini-arch-left,1205,7,196,-11.0690,5.8471,-6.3739,0.0468,0.3138,0.1503
mini-arch-left,1206,7,199,-11.0690,5.9576,-6.4248,0.0468,0.3197,0.1474
mini-arch-left,1207,7,202,-11.0690,5.9575,-6.4756,0.0468,0.3197,0.1444
mini-arch-left,1208,7,205,-11.0690,5.8470,-6.5236,0.0468,0.3137,0.1416
mini-arch-left,1209,7,208,-11.0690,5.8644,-6.5767,0.0468,0.3147,0.1385
mini-arch-left,1210,7,211,-11.0690,5.7705,-6.6292,0.0468,0.3096,0.1355
mini-arch-left,1211,7,214,-11.0690,5.7722,-6.6831,0.0468,0.3097,0.1323
mini-arch-left,1212,7,217,-11.0690,5.7091,-6.7320,0.0468,0.3063,0.1295
mini-arch-left,1213,7,220,-11.0690,5.6762,-6.7803,0.0468,0.3045,0.1267
mini-arch-left,1214,7,223,-11.0690,5.6337,-6.8281,0.0468,0.3022,0.1239
mini-arch-left,1215,7,226,-11.0690,5.5957,-6.8763,0.0468,0.3001,0.1211
mini-arch-left,1216,7,229,-11.0690,5.5572,-6.9203,0.0468,0.2980,0.1185
mini-arch-left,1217,7,232,-11.0690,5.4883,-6.9683,0.0468,0.2943,0.1158
mini-arch-left,1218,7,235,-11.0690,5.4797,-7.0141,0.0468,0.2938,0.1131
mini-arch-left,1219,7,238,-11.0690,5.4028,-7.0603,0.0468,0.2897,0.1104
mini-arch-left,1220,7,241,-11.0690,5.3976,-7.1022,0.0468,0.2894,0.1080
mini-arch-left,1221,7,244,-11.0690,5.2960,-7.1456,0.0468,0.2839,0.1054
mini-arch-left,1222,7,247,-11.0690,5.2959,-7.1942,0.0468,0.2839,0.1026
mini-arch-left,1223,7,250,-11.0690,5.1870,-7.2444,0.0468,0.2780,0.0997
mini-arch-left,1224,7,253,-11.0690,5.1373,-7.3052,0.0468,0.2753,0.0962
mini-arch-left,1225,7,256,-11.0690,5.0837,-7.3547,0.0468,0.2724,0.0933
mini-arch-left,1226,7,259,-11.0690,4.9850,-7.4048,0.0468,0.2670,0.0904
mini-arch-left,1227,7,262,-11.0690,4.9218,-7.4621,0.0468,0.2636,0.0870
mini-arch-left,1228,7,265,-11.0690,4.8601,-7.5205,0.0468,0.2603,0.0836
mini-arch-left,1229,7,268,-11.0690,4.7995,-7.5712,0.0468,0.2570,0.0807
mini-arch-left,1230,7,271,-11.0690,4.6926,-7.6254,0.0468,0.2512,0.0775
mini-arch-left,1231,7,274,-11.0690,4.6002,-7.6850,0.0468,0.2462,0.0741
mini-arch-left,1232,7,277,-11.0690,4.4963,-7.7396,0.0468,0.2405,0.0709
mini-arch-left,1233,7,280,-11.0690,4.4016,-7.7860,0.0468,0.2354,0.0682
mini-arch-left,1234,7,283,-11.0690,4.2938,-7.8234,0.0468,0.2296,0.0660
mini-arch-left,1235,7,286,-11.0690,4.2265,-7.8640,0.0468,0.2259,0.0637
mini-arch-left,1236,7,289,-11.0690,4.1652,-7.9002,0.0468,0.2226,0.0616
mini-arch-left,1237,7,292,-11.0690,4.0750,-7.9308,0.0468,0.2177,0.0598
mini-arch-left,1238,7,295,-11.0690,3.9886,-7.9638,0.0468,0.2130,0.0579
mini-arch-left,1239,7,298,-11.0690,3.9567,-7.9904,0.0468,0.2113,0.0563
mini-arch-left,1240,7,301,-11.0690,3.8417,-8.0238,0.0468,0.2051,0.0544
